nif,empresa,licitaciones_ganadas,importe_total,ultima_adjudicacion
B81913378,"ANATOMICOS MADRID, S.L.",3,3323770,2026-04-28 00:00:00+00
B28802528,"INSTALACIONES TORREJON, S.L.",3,13644538,2026-04-28 00:00:00+00
B84683556,Plenum Ingenieros S.L.,3,6625000,2026-04-28 00:00:00+00
B13446752,FISIOTERAPIA SAMUEL ANCIANO SL,3,9885730,2026-04-28 00:00:00+00
B76276245,SERVICIOS GENERALES CANSERVI S.L.U.,3,19737693,2026-04-27 00:00:00+00
B37352374,"CAMPAL-OIL GASOLEOS Y LUBRICANTES, SLU",3,36454109,2026-04-27 00:00:00+00
B75014894,PEGAMO INDUSTRIAL DIVISION S.L.,3,35340641,2026-04-27 00:00:00+00
B52040466,DECOLORES IMAGEN Y DISEÑO SLU,3,16838500,2026-04-27 00:00:00+00
B07781925,KELKO QUIMICA SL,3,18008009,2026-04-27 00:00:00+00
B36394203,XESTION CULTURAL AUREA SL,3,75958990,2026-04-24 00:00:00+00
B11773025,PUJOL Y CRUZ ARQUITECTOS SLP,3,20195000,2026-04-24 00:00:00+00
B07484355,MOTECAL SL,3,24001685,2026-04-24 00:00:00+00
B82790569,DETECCIÓN TECNOLOGÍA Y CONTROL S.L.,3,40954553,2026-04-23 00:00:00+00
B83165936,Tecnesis 3000 S.L.,3,239361979,2026-04-23 00:00:00+00
B34209742,METALES ESPECIALES DEL NOROESTE SL,3,1894900,2026-04-22 00:00:00+00
B19123918,Distribuciones de Jadraque S.L.,3,5100003,2026-04-22 00:00:00+00
B39468731,ARENAS ASOCIADOS INGENIERIA DE DISE,3,147260090,2026-04-21 00:00:00+00
B24651887,PAC GESTION SOCIOCULTURAL Y TURISTICA SLU,3,31528920,2026-04-21 00:00:00+00
B91004002,MATERIALES DE CONST. JJJ E HIJOS S.L.,3,11983684,2026-04-21 00:00:00+00
B06457337,PICH AGUILERA ARQUITECTOS SL+ AIUESTUDIO SLP,3,20518099,2026-04-21 00:00:00+00
B76245273,"Cronoline Eventos, s.l.",3,13734790,2026-04-17 00:00:00+00
B10935112,ZINKO SMART SERVICES,3,13579325,2026-04-17 00:00:00+00
B81806234,"Ave del S.L,",3,5160000,2026-04-17 00:00:00+00
B81339996,"CLEARCOM, SL",3,77958048,2026-04-16 00:00:00+00
B55154397,"clinic onyar, sl",3,99666734,2026-04-16 00:00:00+00
B87004784,"PRODIRGEST INGENIERÍA, S.L.",3,5247915,2026-04-15 00:00:00+00
B33016387,"FELEMAMG, S.L.",3,8227500,2026-04-15 00:00:00+00
B72617715,"HATHOR DIGITAL, S.L.",3,24615385,2026-04-12 00:00:00+00
A07404197,"GRUPO DE PROTECCION Y SEGURIDAD 909, SA",3,12986625,2026-04-10 00:00:00+00
B67754432,PM4GOV SL,3,180780312,2026-04-09 00:00:00+00
A15015647,"INSTITUTO POLICLINICO SANTA TERESA,S.A.",3,179091060,2026-04-08 00:00:00+00
B10346500,Construcciones Casares Ordiales SL,3,23023488,2026-04-08 00:00:00+00
B66809013,"Hamilton Iberia, S.L.U",3,76983378,2026-04-07 00:00:00+00
B16748063,"CLINICA LUCENA SALUD, S.L.",3,3755600,2026-04-06 00:00:00+00
B95828877,PROMUZA 2007 SL,3,53628786,2026-03-30 00:00:00+00
B99031494,"MACOGA LAS BARDENAS, S.L.U.",3,14820667,2026-03-30 00:00:00+00
B61073714,BEN AMI S.L.,3,14959307,2026-03-27 00:00:00+00
A28870277,"gestion de espacios culturales y de ocio, s.a.",3,11001540,2026-03-27 00:00:00+00
B10955987,"UNUWARE, S.L.",3,12168386,2026-03-26 00:00:00+00
A39296967,"Llorente Electricidad, S.A.",3,33560168,2026-03-20 00:00:00+00
B99539694,"NEXT LEVEL SEGURIDAD Y EMERGENCIAS, S.L.",3,49704370,2026-03-18 00:00:00+00
B47467071,"BELGRAVIA PRODUCCIONES, S.L.",3,17810000,2026-03-17 00:00:00+00
B02690287,"Mitie Integra Canarias, S.L.",3,54978238,2026-03-10 00:00:00+00
B35386093,INSTALACIONES ELÉCTRICAS CONEJERAS S.L.,3,34148784,2026-03-10 00:00:00+00
B98535438,"Consultoría Informática Vicky Red, SL",3,8294004,2026-03-05 00:00:00+00
B84871607,"INDRA SISTEMAS DE COMUNICACIONES SEGURAS, S.L.U.",3,49431259,2026-03-04 00:00:00+00
B38346896,"ZONA VERDE, G.C, S.L.U.",3,33863194,2026-03-03 00:00:00+00
A15210669,"LOPEZ Y LEIS,S.A.",3,41000000,2026-03-02 00:00:00+00
B15053697,VICENTE DE LA FUENTE SL,3,85102121,2026-03-02 00:00:00+00
B56268808,Reina Asociados Estudio de Arquitectura SLP,3,16516000,2026-02-25 00:00:00+00
A28213387,"FIRST STOP SOUTHWEST, S.A.U.",3,28983259,2026-02-24 00:00:00+00
B13457585,"FRIGARMO FRIO INDUSTRIAL, S.L.",3,12756500,2026-02-20 00:00:00+00
B37523891,DARCONSA 3 SL,3,517310081,2025-12-30 00:00:00+00
B81366668,"Global Knowledge Network Spain, S.L.U.",3,14587812,2025-12-30 00:00:00+00
A60229168,"RISO IBERICA, S.A.",3,12325101,2025-12-29 00:00:00+00
A80152804,"INCYE, Estabilizadores, Acodalamientos y Cimbras, S.A.U.",3,23923586,2025-12-29 00:00:00+00
A79126082,RADIO BLANCA S.A.,3,27400000,2025-12-26 00:00:00+00
B06353494,PROTECTOR PROTECCION Y SEGURIDAD SL,3,8413933,2025-12-23 00:00:00+00
B13970249,Gestión de Servicios AH s.l,3,11182335,2025-12-23 00:00:00+00
B36186997,"PULMAR DEZA, S.L.",3,11099800,2025-12-23 00:00:00+00
B72371073,"TORRES ANDALUS INTEGRAL, S.L.",3,6232672,2025-12-23 00:00:00+00
B98479942,"INNOSERVIS , S.L.",3,12458907,2025-12-22 00:00:00+00
B23280852,AUTOCARES MOLINERO S.L,3,6229700,2025-12-18 00:00:00+00
B47297684,"Carnicas la Flecha, S.L.",3,21346934,2025-12-16 00:00:00+00
A59503961,AVL IBERICA SA,3,18565500,2025-12-09 00:00:00+00
B45545209,LA RETAMA COMPACTACIONES S.L,3,26300000,2025-12-01 00:00:00+00
A32010597,"TALLER MECÁNICO KRAF, S.A.",3,23135907,2025-11-21 00:00:00+00
B45774486,"SOLUCIONES INTEGRALES REUNIDAS, SL",3,42927397,2025-11-17 00:00:00+00
B02206795,"CONSTRUCCIONES CUENCA CARRIÓN, S.L.",3,173969659,2025-11-06 00:00:00+00
B41364613,"MITELEC INSTALACIONES, S.L.",3,9992112,2025-10-29 00:00:00+00
B10366243,"CINTRA, ARQUITECTURA Y CONSTRUCCIÓN, S.L.",3,64660195,2025-10-27 00:00:00+00
B72800063,Spackman Rios SL,3,39669600,2025-10-23 00:00:00+00
B13032628,RAFAEL GOMEZ GALDON SL,3,146493038,2025-10-10 00:00:00+00
B95438149,Juegos Ingfantiles Mompark S.L.,3,50947000,2025-09-15 00:00:00+00
A79441762,"NEDERMAN IBERICA,S.A.",3,31958071,2025-09-10 00:00:00+00
B91514190,"CLAN TECNOLÓGICA,SL.",3,6601948,2025-08-11 00:00:00+00
B18762096,"DIAGONAL PRODUCCIONES, S.L.",3,6020000,2025-08-11 00:00:00+00
B60613445,MF TECNICA INDUSTRIAL I MEDIAMBIENTAL SL,3,5337000,2025-08-07 00:00:00+00
B18671586,AGRIHAT S.L.L,3,52365232,2025-08-02 00:00:00+00
A28008795,"Boston Scientific Ibérica, SA",3,3171100,2025-06-20 00:00:00+00
B43649482,HITEC POWER PROTECTION IBERICA SL,3,12200000,2025-06-17 00:00:00+00
B24569964,ESGUÍN. INGENIERÍA Y CONSTRUCCIÓN S.L.U.,3,131223449,2025-06-13 00:00:00+00
B24462798,"Fisioclinicas Siglo XXI, S.L",3,4676000,2025-06-11 00:00:00+00
B83458729,"CAFÉS TEMPLO FOOD SERVICES, S.L.U.",3,79456077,2025-06-05 00:00:00+00
B62501325,LEE HECTH HARRISON,3,33703060,2025-05-22 00:00:00+00
B42586917,"LETUMUR, S.L.",3,32332493,2025-04-23 00:00:00+00
A33619438,ELECTRONICA EDIMAR S.A.,3,656200,2025-02-27 00:00:00+00
B73422586,"Supra Seguridad, S.L.U.",3,54662438,2025-02-27 00:00:00+00
B29637352,MADICONTROL,3,20994500,2025-02-26 00:00:00+00
B82390444,Mailfactory SL,3,11073684,2025-02-26 00:00:00+00
B40112815,"CARLOS DIEZ SEGOVIA, S.L.",3,19778147,2025-02-26 00:00:00+00
B04820445,"ARQUIVIRTUAL, S.L.",3,33193288,2025-02-26 00:00:00+00
B02958544,"PRECINTIA SEGURIDAD, S.L.",3,7111450,2025-02-26 00:00:00+00
B86922523,Giradiscos SL,3,18490000,2025-02-26 00:00:00+00
B07698863,"AUDIGEST BALEAR, S.L.",3,3614500,2025-02-26 00:00:00+00
B11594363,"POLICLINICA SANLUCAR, S.L.",3,1611500,2025-02-26 00:00:00+00
B57935066,Mallorquina de instalaciones Mecánicas S.l.,3,34114963,2025-02-26 00:00:00+00
B16690877,"ITT CANARIAS, S.L.",3,19725000,2025-02-26 00:00:00+00
B56837552,ALGEOBRAS SL,3,16128919,2025-02-26 00:00:00+00
B88484266,"ADEGOSPORT, S.L.",3,5450944,2025-02-26 00:00:00+00
B84243740,"ILLEPRO, S.L.",3,22171627,2025-02-26 00:00:00+00
B16638355,GLMR Instalaciones y Mantenimientos S.L.,3,15597058,2025-02-25 00:00:00+00
B97761027,ESTIMADO JOSE ALFREDO S.L,3,62325206,2025-02-25 00:00:00+00
B19315852,AMARMU ALCOROCHES SOCIEDAD LIMITADA.,3,44823100,2025-02-25 00:00:00+00
B72538085,REDI SOLUTION SECURITY SL,3,14779163,2025-02-25 00:00:00+00
B04491106,New Horizon Villas S.L,3,112977006,2025-02-25 00:00:00+00
B12365243,"CONSTRUCCIONES HNOS. SAMPER CLARAMONTE, S.L",3,2368182,2025-02-25 00:00:00+00
B53461166,"OSERPRO 2000, S.L.",3,44297910,2025-02-25 00:00:00+00
B47334818,"EXCLUSIVAS MAOR, S.L.",3,13673200,2025-02-25 00:00:00+00
B82001603,"PROELIUM SPORT & EQUIPMENT, S.L.",3,34246760,2025-02-25 00:00:00+00
B84276781,Brucke Asesores S.L.,3,185623734,2025-02-25 00:00:00+00
B32161143,"AOPIL, S.L.",3,14882438,2025-02-24 00:00:00+00
B81155855,"JARESDEM, S.L.",3,13765949,2025-02-24 00:00:00+00
B39547260,Tana Alta SL,3,16827629,2025-02-24 00:00:00+00
B33427931,"CLÍNICA SELLA, S.L.P.",3,2545000,2025-02-24 00:00:00+00
B33813692,RECUBRIMIENTO TECSA S.L.,3,17568800,2025-02-24 00:00:00+00
B67788232,La Máscara Producciones S.L.,3,12825851,2025-02-24 00:00:00+00
B83179416,"SPORT EQUIPALIA, S.L.U.",3,7772400,2025-02-24 00:00:00+00
B87151387,ACTIVIDADES PROYECTA SPORT SL,3,8709289,2025-02-24 00:00:00+00
A48714489,"sarenet, sau",3,5116599,2025-02-24 00:00:00+00
B23360498,ACEROS DEL SOL SLU,3,1070812,2025-02-21 00:00:00+00
B79997201,HELFEN SYSTEM S.L,3,1754431,2025-02-21 00:00:00+00
B65663619,"Point Fire, S.L",3,15769100,2025-02-21 00:00:00+00
B81758773,FANGORIA SL,3,19500000,2025-02-21 00:00:00+00
B52579497,COVADONGA SALUD SL,3,125754690,2025-02-21 00:00:00+00
B44882884,Sac 2.5 Plus S.L,3,48120552,2025-02-21 00:00:00+00
B90322660,"ALFANETWORKS COMUNICACIONES, S.L.",3,5317799,2025-02-21 00:00:00+00
B43526656,ESTUDIO GENESIS PROJECTS S.L.,3,23288662,2025-02-21 00:00:00+00
B10344174,"FERROLUZ, ENCOFRADOS, FERRALLA Y CONSTRUCCIONES S.L.U.",3,28354338,2025-02-21 00:00:00+00
A61674347,LOGISTA PHARMA S.A.U.,3,523309549,2025-02-21 00:00:00+00
B38274056,MANTENIMIENTOS ELECTRICOS MAEL.S.L.,3,20719600,2025-02-21 00:00:00+00
B81295586,RAIN FOREST S.L.,3,15862600,2025-02-21 00:00:00+00
B15625320,compañia noroccidental de mercados sl,3,7524576,2025-02-21 00:00:00+00
B32103814,CONSTRU-INSTALACIONES GALICIA SL,3,5840316,2025-02-21 00:00:00+00
B98811342,SURGICALMED,3,809231,2025-02-21 00:00:00+00
B76645365,Socan Events S.L.U.,3,5870900,2025-02-21 00:00:00+00
B10235299,"FERRETERÍA CANCHO, S.L.",3,2148637,2025-02-20 00:00:00+00
B72368483,TEMATIC EVENTOS TEMATIZADOS SL,3,13483300,2025-02-20 00:00:00+00
B39564380,"ECOHYDROS, S.L.",3,157066621,2025-02-20 00:00:00+00
A04018917,"AUTOBUSES DEL SURESTE, S.A.",3,337687520,2025-02-20 00:00:00+00
B88240841,Licita & Acción Consultores S.L.,3,3011702,2025-02-20 00:00:00+00
B39495551,Blas Peña SL,3,20833341,2025-02-20 00:00:00+00
B97933022,Occentus Network SL,3,14148064,2025-02-20 00:00:00+00
B41554304,"N.R. ALIMENTACION, S.L.",3,1308758,2025-02-20 00:00:00+00
A41285230,"HERMANOS GALVEZ, S.A.",3,2271362,2025-02-20 00:00:00+00
B72118300,"CENTRO MEDICO COSTA DE LA LUZ, S.L.",3,6100350,2025-02-20 00:00:00+00
B18496877,BETANCOURT INGENIEROS SLP,3,143766500,2025-02-20 00:00:00+00
B70529979,EMBAJADOR 1992 S.L,3,54330609,2025-02-20 00:00:00+00
B04840443,"ordaz estudio de arquitectura, S.L.P.",3,8599200,2025-02-20 00:00:00+00
B13496336,ESPECTACULOS CLODOALDO S.L,3,9585000,2025-02-20 00:00:00+00
B13101530,"PROMOCIONES Y CONSTRUCCIONES MARTIN, S.L.",3,45799782,2025-02-20 00:00:00+00
B76631399,EXTINSTEL VILLA SLU,3,3014174,2025-02-20 00:00:00+00
B14360440,Grupo Unamacor,3,4078601,2025-02-20 00:00:00+00
B74308131,Forma antiqva SL,3,13550500,2025-02-20 00:00:00+00
B47326137,"QUÍMICOS LÓPEZ ESCUDERO, S.L.",3,14836609,2025-02-20 00:00:00+00
B86844602,"Innova Flexo Products, S.L.U.",3,178733700,2025-02-20 00:00:00+00
B82311234,"ARRONTES Y BARRERA, SL",3,40123200,2025-02-19 00:00:00+00
B54555669,"GIL & MORALES, Alquileres y Montajes S.L",3,533424,2025-02-19 00:00:00+00
B06942825,"SPORT BUSINESS WORLD HUB, S.L.U.",3,16232697,2025-02-19 00:00:00+00
A11008042,"TRANSPORTES GENERALES COMES, S.A.",3,105600505,2025-02-19 00:00:00+00
A28297869,"LIMPIEZA Y MANTENIMIENTO, S.A.U.",3,289719904,2025-02-19 00:00:00+00
B82217449,temperaturas extremas arquitectos slp,3,91306672,2025-02-19 00:00:00+00
B93521953,Lagar Medioambiente S.L.,3,30926448,2025-02-19 00:00:00+00
B86415601,"SEQUOPRO,S.L.",3,10430000,2025-02-19 00:00:00+00
B90162116,AYWA SERVICIOS AMBIENTALES SL,3,5727898,2025-02-19 00:00:00+00
B91578781,ROTULOS GALLEGO&BURNS SOCIEDAD LIMITADA,3,7697355,2025-02-19 00:00:00+00
B93231249,Royal Piano SL,3,7537624,2025-02-18 00:00:00+00
B20201208,"ACUITEC, S.L.U.",3,10017032,2025-02-18 00:00:00+00
A50030543,"ALMACEN DE INDUSTRIA Y AUTOMOCION, S.A.",3,6920000,2025-02-18 00:00:00+00
B04688032,LAAM ARQUITECTURA SOCIEDAD LIMITADA,3,93213017,2025-02-18 00:00:00+00
B33640376,AUTOCARES MARIANO SL,3,8019000,2025-02-18 00:00:00+00
B13102371,"HOSTELERIA HUERTAS, S.L.",3,3097033,2025-02-18 00:00:00+00
B09698481,TARTAR INVERSIONES SL,3,1680000,2025-02-17 00:00:00+00
A28128247,BOWE SYSTEC SA,3,43800929,2025-02-17 00:00:00+00
B62888458,"GRAND LORD BUS, S.L.",3,99198000,2025-02-17 00:00:00+00
B01635697,"TOTAL MARITIME SOLUTIONS, S.L.U.",3,16485416,2025-02-17 00:00:00+00
B24330607,maderas castañeiras s.l.,3,11110000,2025-02-17 00:00:00+00
B72287899,LINEA 2 PROYECTOS DE DESARROLLO SL,3,2834800,2025-02-17 00:00:00+00
B83445585,Nova-Gades S.L.,3,93325821,2025-02-17 00:00:00+00
B90141730,INSTALACIONES EN MEDIO NATURAL SLU,3,30560654,2025-02-17 00:00:00+00
B57693301,"INTEGRA MGSI CEO ILLES BALEARS, S.L.",3,52084048,2025-02-17 00:00:00+00
B65387185,CLICK COIN SL,3,14207089,2025-02-17 00:00:00+00
B86601945,"TROFEOS AGHER, S.L.",3,2173950,2025-02-17 00:00:00+00
B31838915,"CALIDAD, ORGANIZACION Y VIVIENDA, S.L.",3,292585084,2025-02-17 00:00:00+00
B97814305,Entornos de Formación S.L,3,21065418,2025-02-17 00:00:00+00
B47448139,"Urbanismo y Planificación Territorial, S.L.",3,16269000,2025-02-14 00:00:00+00
B28390441,REPUESTOS REYES SL,3,66327941,2025-02-14 00:00:00+00
B91510651,JM MELENDEZ ARQUITECTOS SLP,3,72406426,2025-02-14 00:00:00+00
B23747462,"AstroAndalus, S.L.",3,9112739,2025-02-14 00:00:00+00
B56161102,"Abril Soluciones, S.L.",3,29708800,2025-02-14 00:00:00+00
B95893574,"Poolsport soluciones, S.L.",3,47954400,2025-02-14 00:00:00+00
A31077233,HORMIGONES BERIAIN S.A.,3,7450001,2025-02-14 00:00:00+00
B88261425,"JUSTGAME GAMIFICACIÓN, INNOVACIÓN Y TECNOLOGÍA  SL",3,19303628,2025-02-14 00:00:00+00
B53719852,TRANSPORTE DE RSU Y SERVICIOS S.L.,3,267504693,2025-02-14 00:00:00+00
A78161015,"SUBARU ESPAÑA, S.A.",3,10360000,2025-02-14 00:00:00+00
B82646803,"MOVIANTO ESPAÑA, S.L.U.",3,51654972,2025-02-14 00:00:00+00
B80012644,COLABORACIÓN ADMINISTRATIVA PARA SEGURIDAD VIAL SLU,3,28919643,2025-02-14 00:00:00+00
B80980501,FARMASOFT INFORMÁTICA Y SERVICIOS S.L.,3,3857227,2025-02-14 00:00:00+00
B72962822,"ERANOVUM E-MOBILITY 101, S.L.",3,39953690,2025-02-14 00:00:00+00
B86290020,Dinamo Educacion Deportes y Viajes S.L,3,8338400,2025-02-14 00:00:00+00
B21408646,Klipervip S.L.,3,20921137,2025-02-13 00:00:00+00
B11694650,RECIOY CABRAL S.L.,3,13347109,2025-02-13 00:00:00+00
B11927167,QINNOVATE APOYO EMPRESARIAL S.L.,3,4233145,2025-02-13 00:00:00+00
B01662543,Ambling Projects SL,3,21761010,2025-02-13 00:00:00+00
B85886547,ADC INGENIERIA AEROESPACIAL Y NUEVAS TECNOLOGIAS SLU,3,17512953,2025-02-13 00:00:00+00
B48785810,"SERVIRREINER, S.L.",3,4365513,2025-02-13 00:00:00+00
A48228399,CARSA,3,7405000,2025-02-13 00:00:00+00
B84006246,"Innovación Tecnológica y Soluciones de Negocio, S.L.",3,19330100,2025-02-13 00:00:00+00
A58295031,"VEOLIA SERVEIS CATALUNYA, S.A.U.",3,25435236,2025-02-13 00:00:00+00
B52562428,i4life innovación y desarrollos SL,3,14541600,2025-02-13 00:00:00+00
B35549526,"MONTAJES Y EQUIPAMIENTOS DE LABORATORIOS CANARIAS, S.L.U.",3,24246386,2025-02-13 00:00:00+00
A25039090,"ARIDS DANIEL, S.A",3,219493250,2025-02-13 00:00:00+00
A07591738,"SKY HELICÓPTEROS, S.A",3,1701410000,2025-02-13 00:00:00+00
A09218124,"SPRINTEM, S.A.",3,145229747,2025-02-13 00:00:00+00
A50028935,"SERS, Consultores en Ingeniería y Arquitectura, S.A.",3,134534119,2025-02-13 00:00:00+00
B51026482,"DUARTE CORREDURÍA DE SEGUROS, S.L.",3,2285010,2025-02-12 00:00:00+00
B57547150,Suministros Clínicos Baleares SL.,3,3450247,2025-02-12 00:00:00+00
B09904244,"MAC INFRAESTRUCTURA, S.L.",3,15964990,2025-02-12 00:00:00+00
B12968491,CONSTRUCCIONESY REFORMAS ESKUIN SL,3,46584751,2025-02-12 00:00:00+00
B87841599,eBOGA soluciones y servicios de seguridad Integral SL,3,9935675,2025-02-12 00:00:00+00
A78111481,FICHERO DE CARGOS ESTIRADO SA,3,427465,2025-02-12 00:00:00+00
B44138386,"PINTURAS GINES PASTOR, S.L.",3,19991276,2025-02-12 00:00:00+00
B29828043,HIDROFITTINGS S.L.,3,19948324,2025-02-12 00:00:00+00
B24308140,"E.M.L. EMELESA, S.L.",3,135958812,2025-02-12 00:00:00+00
B33926619,GRUPO ECOSAR S.L.,3,44536303,2025-02-12 00:00:00+00
B56658875,"E2 PROJECTES EDUCACIÓ I ESPORTS, SL",3,15410805,2025-02-12 00:00:00+00
B82855057,"El Percebeiro, S.L.",3,12268500,2025-02-12 00:00:00+00
B97496061,"STIL CONVERSION ,S.L.",3,75214032,2025-02-12 00:00:00+00
B99231631,Diaple Networking SL,3,10722100,2025-02-12 00:00:00+00
B61163796,"Mantenimientos Diagnóstico por Imagen, S.L.U",3,81872546,2025-02-11 00:00:00+00
B78073913,"DANONE NUTRICIA, SRL",3,19805720,2025-02-11 00:00:00+00
B44591923,INNOTUR CONSULTORÍA  E INNOVACIÓN S.L.,3,7180778,2025-02-11 00:00:00+00
A78135340,HIPERTRANS S.A.,3,100730200,2025-02-11 00:00:00+00
A36639946,SANTYMAR S.A,3,44327000,2025-02-11 00:00:00+00
B73384679,"Cosmos 3G, S.L",3,13595900,2025-02-11 00:00:00+00
B73374472,PROMOCIONES Y CONSTRUCCIONES ALPEMA SURESTE S.L.,3,119994876,2025-02-11 00:00:00+00
B80924111,PANATEC SL,3,15276000,2025-02-11 00:00:00+00
B64357312,Al Kamel Systems S.L.,3,43029484,2025-02-11 00:00:00+00
B97054324,GRUAS TARÍN S.L.,3,156735000,2025-02-11 00:00:00+00
B41924275,"AUTOCARES AMUEDO, S.L.",3,1347980,2025-02-11 00:00:00+00
B12708590,IBERIAN LYNX SONIDO PROFESIONAL S.L.,3,57007500,2025-02-11 00:00:00+00
B57883050,Construye Capital SLU,3,1046221043,2025-02-11 00:00:00+00
B10506129,"WINNING SECURITY, S.L.",3,177496279,2025-02-11 00:00:00+00
B31252463,CIMA ingenieros SLU,3,11248725,2025-02-11 00:00:00+00
B30396790,Azuche Restauración y Construcción (Azuche 88 SL),3,200931486,2025-02-11 00:00:00+00
B37213717,"ÁNGEL RENEDO PULIDO, S.L.",3,8025628,2025-02-11 00:00:00+00
B36891703,"Artes Gráficas Jadfel, SL",3,2511210,2025-02-10 00:00:00+00
B83173435,MANUFACTURAS RECICLAUTO S.L.,3,2291973,2025-02-10 00:00:00+00
B97581425,MOMAP STUDIO SAFOR S.L,3,7237535,2025-02-10 00:00:00+00
B73873564,"HNOS. SÁNCHEZ EXCAYCON, S.L.",3,38007200,2025-02-10 00:00:00+00
B33520644,OKODESIGN S.L.,3,3208150,2025-02-10 00:00:00+00
B76692185,COMUNICACIÓN RADIOFÓNICA CANARIA SL,3,14000000,2025-02-10 00:00:00+00
B81600686,ICG INTERNACIONAL DE COOPERACIÓN Y GESTIÓN S.L.,3,10495411,2025-02-10 00:00:00+00
B72031081,"INVERTEILAN, S.L.",3,13223059,2025-02-10 00:00:00+00
B04403978,"GRUTALMERIA,S.L.",3,14400000,2025-02-10 00:00:00+00
B38760237,"ROTURACIONES AMARGAR, S.L.",3,30048625,2025-02-10 00:00:00+00
B05538962,NATOURAL DIGITAL SOLUTIONS S.L.,3,7904634,2025-02-10 00:00:00+00
B98595150,"SPINEART ESPAÑA, S.L.U.",3,2777700,2025-02-07 00:00:00+00
B62759139,"BOBCAT OF, S.L.",3,9949900,2025-02-07 00:00:00+00
B95583340,AGROJARDÍN ASTIKENE S.L,3,6650000,2025-02-07 00:00:00+00
B76665553,"OCON CANARIA DE TRANSPORTES, S.L.U",3,35887000,2025-02-07 00:00:00+00
B90187014,"REVESAN REHABILITACIONES Y CONSTRUCCIONES, S.L",3,64608126,2025-02-07 00:00:00+00
A35146034,CEPSA AVIACION SA,3,13596688,2025-02-07 00:00:00+00
B61829370,"EUROMED PHARMA SPAIN, SL",3,38736004,2025-02-07 00:00:00+00
B38443073,Yaiza Bus SL,3,55372806,2025-02-07 00:00:00+00
B88202916,Suministros Industriales Daseal S.L.,3,6162739,2025-02-07 00:00:00+00
A45013133,"CALZADOS FUENSALIDA,S.A.",3,2937883,2025-02-07 00:00:00+00
B74345711,Celtibérica de Minipuntos Limpios S.L.U.,3,9830800,2025-02-07 00:00:00+00
B53176103,"HIJOS DE MAXI GRÚAS Y TALLER, S.L.",3,33757941,2025-02-07 00:00:00+00
B02880383,"MEDARTIS IBERIA, SLU",3,39056603,2025-02-07 00:00:00+00
B07747926,Penta Asesores Laborales SL,3,823748,2025-02-07 00:00:00+00
B15025760,"CAMUYDE, S.L.",3,56685000,2025-02-07 00:00:00+00
A46226387,"i.v. INGENIEROS CONSULTORES, S.A.",3,61096926,2025-02-07 00:00:00+00
B58003955,"GIRONINA,S.L.",3,8178075,2025-02-07 00:00:00+00
B43331412,ISTEM SL,3,11392523,2025-02-07 00:00:00+00
B42992842,"PAVIPOR SPORT, S.L.U",3,17897373,2025-02-07 00:00:00+00
B72717978,"One Team Iberia Solutions, S.L.",3,82127215,2025-02-07 00:00:00+00
B42930008,CASTOWERS SL,3,4888200,2025-02-07 00:00:00+00
B08095390,"AUTOCARES JULIA, S.L.",3,99380388,2025-02-07 00:00:00+00
B15122153,Auto Recambios Torreiro S.L.,3,2247921,2025-02-07 00:00:00+00
B18631952,Prefabricados López y Mochón S.L,3,49691446,2025-02-06 00:00:00+00
B14651996,"papeleria,imprenta e informatica informcenter sl",3,5635619,2025-02-06 00:00:00+00
A17447061,CONSORCI TRANSPORT SANITARI REGIO GIRONA,3,88811129,2025-02-06 00:00:00+00
B23334964,"PEÑALVER SPACES SOLUTIONS, S.L.",3,11238940,2025-02-06 00:00:00+00
B06728182,"Impulso Verde, S.L.",3,4337046,2025-02-06 00:00:00+00
B63503007,Survitec Safety Solutions Spain SLU,3,5861200,2025-02-06 00:00:00+00
B56376833,"SERVICIOS E INFRAESTRUCTURAS CASTELLANO ARAGONESAS, S.L.",3,234697500,2025-02-06 00:00:00+00
B14982110,"TURDETANIA SERVICIOS CULTURALES, S.L.",3,7404255,2025-02-06 00:00:00+00
B16704744,"DILKA ESPECTÁCULOS, S.L.",3,4399701,2025-02-06 00:00:00+00
B57498339,NORD ARBONA SL,3,8759720,2025-02-06 00:00:00+00
A33649138,"PERALTE, SA.",3,248292463,2025-02-06 00:00:00+00
B13405089,OBRAS PUBLICAS Y EXCAVACIONES JESÚS NICOLÁS S.L,3,22570433,2025-02-06 00:00:00+00
B83255372,"JJ SURGICAL VISION SPAIN,SLU",3,26400000,2025-02-06 00:00:00+00
B94102613,"Veraleza, S.L.U",3,5794796,2025-02-06 00:00:00+00
B11232105,DESING3 SL,3,2017000,2025-02-06 00:00:00+00
B36343218,NORFORMACIÓN S.L.,3,4170200,2025-02-05 00:00:00+00
B65622821,Vestilab Clean Room Control SLU,3,278459951,2025-02-05 00:00:00+00
B22415160,VIAJES VELARTA S.L.,3,7121425,2025-02-05 00:00:00+00
B96331897,IVALMED SL,3,4800000,2025-02-05 00:00:00+00
A99262610,SERVIGAS S.XXI SA,3,11984039,2025-02-05 00:00:00+00
B19629294,GIS4tech Sistemas de Información Geográfica aplicados a la Ingeniería y al Urbanismo S.L.,3,13259110,2025-02-05 00:00:00+00
A19100726,Construcciones Antonio Garfella S.A,3,17461085,2025-02-05 00:00:00+00
B24061228,Contratas Hermanos Pellitero S.L,3,50400000,2025-02-05 00:00:00+00
B39540216,"Vidal de la Peña Automoviles, S.L.",3,12111182,2025-02-05 00:00:00+00
